NEWID,AGE,AGE_,ANGOVRTX,ANGO_RTX,ANPRVPNX,ANPR_PNX,ANRRDEDX,ANRR_EDX,ARM_FORC,ARM__ORC,CU_CODE,EARNER,EARNER_,EARNTYPE,EARN_YPE,EDUCA,EDUCA_,EMPLCONT,EMPL_ONT,GOVRETX,GOVRETX_,GROSPAYX,GROS_AYX,IN_COLL,IN_COLL_,INC_HRSQ,INC__RSQ,INCMEDCR,INCM_DCR,INCNONWK,INCN_NWK,INCOMEY,INCOMEY_,INCWEEKQ,INCW_EKQ,INDRETX,INDRETX_,JSSDEDX,JSSDEDX_,MARITAL,MEDICOV,MEDICOV_,MEMBNO,OCCUCODE,OCCU_ODE,PAYPERD,PAYPERD_,PRIVPENX,PRIV_ENX,RRRDEDX,RRRDEDX_,RRRETIRX,RRRE_IRX,SALARYX,SALARYX_,SCHMLWKQ,SCHM_WKQ,SEX,SLFEMPSS,SLFE_PSS,SOCRRX,SOCRRX_,SS_RRQ,SS_RRQ_,SSIX,SSIX_,SSNORM,SSNORM_,SALARYB,SALARYB_,SALARYBX,SALA_YBX,RRRETIRB,RRRE_IRB,RRRETRBX,RRRE_RBX,SSIB,SSIB_,SSIBX,SSIBX_,HORIGIN,HISPANIC,HISP_NIC,MEMBRACE,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ASIAN,ASIAN_,ANGOVRTM,ANGO_RTM,ANPRVPNM,ANPR_PNM,ANRRDEDM,ANRR_EDM,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,RRRETIRM,RRRE_IRM,RRRETIR1,RRRETIR2,RRRETIR3,RRRETIR4,RRRETIR5,RRRETIRI,SALARYXM,SALA_YXM,SALARYX1,SALARYX2,SALARYX3,SALARYX4,SALARYX5,SALARYXI,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SSIXM,SSIXM_,SSIX1,SSIX2,SSIX3,SSIX4,SSIX5,SSIXI,PAYSTUB,PAYSTUB_,SCHLMLPD,SCHL_LPD,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SCHLMLX,SCHLMLX_,SEMPFRMX,SEMP_RMX,SEMPFRMM,SEMP_RMM,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SOCSRRET,SOCS_RET,TAX__NIT,TU_CODE_,TU_D_NDT,WKSTATUS,TRAN_MTX,TRAN_AYX,TRANPD_,TRANPD,TRANDAYX,TRANAMTX,TAX_UNIT,TU_CODE,TU_DPNDT
03844582,11,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,1,3,1
03844582,5,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,6,1,D,,A,,A,4,D,,A,,A,,A,3,D,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,1,3,1
03844582,3,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,5,,A,,A,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,6,1,D,,A,,A,4,D,,A,,A,,A,3,D,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,1,3,1
03844602,50,D,,B,,A,,A,2,D,1,1,D,1,D,7,D,2,D,,C,4500,D,3,D,40,D,,A,,A,4,D,52,D,,A,9180,D,1,1,D,1,10,D,2,D,,A,,A,,A,120000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,,A,9180.0,D,9180,9180,9180,9180,9180,,A,,,,,,100,120000.0,D,120000,120000,120000,120000,120000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
03844602,53,D,,A,,B,,A,2,D,2,1,D,3,D,7,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,36,D,,A,5738,D,1,2,D,2,04,D,2,D,,C,,A,,A,75000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,5738.0,D,5738,5738,5738,5738,5738,,A,,,,,,100,75000.0,D,75000,75000,75000,75000,75000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,2,
03844602,12,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,12,D,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,4,D,,,,,,,100,D,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,1,3,1
03844612,54,D,,B,,B,,B,2,D,1,1,D,1,D,3,D,,B,,B,,B,,A,40,D,,A,,A,1,D,52,D,,A,0,D,1,,A,1,05,D,,B,,B,,B,,A,,B,,A,1,0,D,0,D,,A,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,B,2613.6,D,2851,1460,1733,4064,2960,,A,,,,,,100,34162.4,D,37268,19086,22649,53122,38687,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
03844612,47,D,,B,,B,,B,2,D,2,1,D,1,D,4,D,,B,,B,,B,3,D,50,D,,A,,A,1,D,52,D,,A,0,D,1,,A,2,05,D,,B,,B,,B,,A,,B,,A,2,0,D,0,D,,A,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,B,3014.6,D,5515,1396,3138,2445,2579,,A,,,,,,100,39407.0,D,72090,18251,41025,31963,33706,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,2,
03844612,18,D,,B,,B,,B,2,D,3,1,D,4,D,3,D,,B,,B,,B,,A,25,D,,A,,A,1,D,3,D,,A,0,D,5,,A,3,03,D,,B,,B,,B,,A,,B,,A,2,0,D,0,D,,A,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,B,253.0,D,654,205,248,59,99,,A,,,,,,100,3303.0,D,8544,2679,3236,765,1291,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,1,3,1
03844612,15,D,,B,,B,,B,,A,3,1,D,3,D,3,D,,B,,B,,B,,A,40,D,,A,,A,4,D,12,D,,A,0,D,5,,A,4,10,D,,B,,B,,B,,A,,B,,A,2,0,D,0,D,,A,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,B,86.2,D,65,16,107,79,164,,A,,,,,,100,1125.8,D,844,211,1398,1035,2141,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,1,3,1
03844612,9,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,5,,A,,A,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,1,3,1
03844642,67,D,,A,,A,,A,,A,1,2,D,,A,8,D,,A,,A,,A,3,D,,A,,A,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,1,3,1
03844642,65,D,,A,,A,,A,2,D,2,2,D,,A,7,D,,A,,A,,A,3,D,,A,2,D,2,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,1100,D,,A,,A,2,,A,13200,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1100.0,D,1100,1100,1100,1100,1100,100,,A,,,,,,100,,A,,,,,,13200.0,D,13200,13200,13200,13200,13200,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,1,3,1
03844672,62,D,,A,,A,,A,2,D,1,1,D,3,D,4,D,2,D,,A,1600,D,3,D,40,D,,A,,A,1,D,48,D,,A,2448,D,2,,A,1,10,D,2,D,,A,,A,,A,32000,D,,A,2,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2448.0,D,2448,2448,2448,2448,2448,,A,,,,,,100,32000.0,D,32000,32000,32000,32000,32000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
03844672,83,D,,A,,A,,A,,A,8,2,D,,A,7,D,,A,,A,,A,3,D,,A,2,D,1,D,,A,0,D,,A,,A,2,,A,2,,A,,A,,A,,A,,C,,A,,A,2,,A,0,D,12,D,,A,,A,,A,,A,,C,,B,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,938.6,D,423,1045,924,1416,885,201,,A,,,,,,100,,A,,,,,,11263.0,D,5076,12540,11088,16992,10620,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,1,3,1
03844682,57,D,,A,,A,,A,2,D,1,1,D,1,D,6,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,4208,D,1,2,D,1,03,D,2,D,,A,,A,,A,,C,,A,2,0,D,0,D,,A,,A,,A,08,D,55000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4699.4,D,4406,4736,5127,4427,4801,,A,,,,,,100,61431.2,D,57599,61908,67024,57867,62758,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
03844682,57,D,,A,,A,,A,2,D,2,1,D,1,D,5,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,2601,D,1,2,D,2,10,D,2,D,,A,,A,,A,,C,,A,1,0,D,0,D,,A,,A,,A,06,D,34000,D,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2748.0,D,3026,2632,2904,2840,2338,,A,,,,,,100,35923.6,D,39558,34411,37957,37127,30565,301,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,2,
03844692,37,D,,A,,A,,A,2,D,1,1,D,2,D,7,D,2,D,,A,110,D,3,D,10,D,,A,,A,5,D,52,D,,A,1193,D,1,,A,1,04,D,3,D,,A,,A,,A,5200,D,,A,2,796,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1193.0,D,1193,1193,1193,1193,1193,,A,,,,,,100,5200.0,D,5200,5200,5200,5200,5200,100,796.0,D,796,796,796,796,796,,A,,,,,,,A,,,,,,100,2,D,,A,5200,5200,5200,5200,5200,100,,A,5200,D,5200,D,,A,,A,2,D,D,D,A,2,A,A,A,,,,1,1,
03844692,37,D,,A,,A,,A,2,D,2,1,D,1,D,8,D,1,D,,A,2700,D,3,D,40,D,,A,,A,1,D,52,D,3000,D,5814,D,1,2,D,2,01,D,6,D,,A,,A,,A,76000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5814.0,D,5814,5814,5814,5814,5814,,A,,,,,,100,76000.0,D,76000,76000,76000,76000,76000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,2,
03844692,4,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,1,3,1
03844692,2,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,1,3,1
03844702,54,D,,A,,A,,A,2,D,1,1,D,1,D,6,D,2,D,,A,,C,3,D,50,D,,A,,A,5,D,52,D,,A,6120,D,1,2,D,1,12,D,5,D,,A,,A,,A,80000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,13098.5,T,13099,13099,13099,13099,13099,,A,,,,,,100,80000.0,D,80000,80000,80000,80000,80000,100,4070.8,D,207,9546,1616,7893,1092,,A,,,,,,,A,,,,,,100,2,D,,A,1351,62393,10564,51585,7138,201,,A,,B,26606,D,,B,,B,2,D,D,D,A,2,A,A,A,,,,1,1,
03844702,53,D,,A,,A,,A,2,D,2,1,D,1,D,7,D,2,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,3060,D,1,,A,2,10,D,5,D,,A,,A,,A,40000,D,,A,2,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3060.0,D,3060,3060,3060,3060,3060,,A,,,,,,100,40000.0,D,40000,40000,40000,40000,40000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,2,
03844742,57,D,,A,1400,D,,A,2,D,1,1,D,3,D,3,D,1,D,,A,1375,D,,A,40,D,,A,,A,1,D,26,D,,A,1339,D,2,2,D,1,04,D,6,D,110,D,,A,,A,17500,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,1400,D,,A,1339.0,D,1339,1339,1339,1339,1339,,A,,,,,,100,17500.0,D,17500,17500,17500,17500,17500,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
03844742,22,D,,A,,A,,A,2,D,3,2,D,,A,3,D,,A,,A,,A,,A,,A,,A,4,D,,A,0,D,,A,,A,5,,A,2,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,1,3,1
03844752,83,D,,A,,A,,A,,A,1,2,D,,A,7,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,3,,A,1,,A,,A,,A,,A,2200,D,,A,,A,2,,A,28008,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2200.0,D,2200,2200,2200,2200,2200,100,,A,,,,,,100,,A,,,,,,28008.0,D,28008,28008,28008,28008,28008,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,1,1,1
03844772,54,D,,A,,A,,A,2,D,1,2,D,,A,5,D,,A,,A,,A,3,D,,A,2,D,4,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,1297,D,,A,,A,2,,A,9079,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1297.0,D,1297,1297,1297,1297,1297,100,,A,,,,,,100,,A,,,,,,9079.0,D,9079,9079,9079,9079,9079,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,D,A,D,3,,10,1,1,1
03844772,55,D,,B,,B,,A,2,D,2,1,D,3,D,8,D,1,D,,C,3500,D,3,D,60,D,,A,,A,3,D,36,D,,A,6503,D,1,2,D,2,02,D,3,D,,C,,A,,A,55000,D,,A,1,2295,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,A,6503.0,D,6503,6503,6503,6503,6503,,A,,,,,,100,55000.0,D,55000,55000,55000,55000,55000,100,2295.0,D,2295,2295,2295,2295,2295,,A,,,,,,,A,,,,,,100,2,D,,A,15000,15000,15000,15000,15000,100,,A,15000,D,15000,D,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,2,
03844792,33,D,,A,,A,,A,2,D,1,1,D,1,D,2,D,2,D,,A,,C,,A,40,D,,A,,A,1,D,52,D,,A,1469,D,1,2,D,1,13,D,1,D,,A,,A,,A,19200,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,1469.0,D,1469,1469,1469,1469,1469,,A,,,,,,100,19200.0,D,19200,19200,19200,19200,19200,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
03844792,30,D,,A,,A,,A,2,D,2,1,D,1,D,3,D,2,D,,A,,C,,A,40,D,,A,,A,2,D,52,D,,A,1469,D,1,2,D,2,13,D,1,D,,A,,A,,A,19200,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,1469.0,D,1469,1469,1469,1469,1469,,A,,,,,,100,19200.0,D,19200,19200,19200,19200,19200,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,2,
03844792,2,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,1,3,1
03844792,32,D,,A,,A,,A,2,D,8,1,D,1,D,3,D,2,D,,A,,C,,A,40,D,,A,,A,1,D,52,D,,A,1469,D,1,2,D,4,03,D,1,D,,A,,A,,A,19200,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,1469.0,D,1469,1469,1469,1469,1469,,A,,,,,,100,19200.0,D,19200,19200,19200,19200,19200,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,1,
03844792,35,D,,A,,A,,A,2,D,8,1,D,1,D,3,D,2,D,,A,,C,,A,40,D,,A,,A,1,D,52,D,,A,1469,D,5,2,D,5,13,D,1,D,,A,,A,,A,19200,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,1469.0,D,1469,1469,1469,1469,1469,,A,,,,,,100,19200.0,D,19200,19200,19200,19200,19200,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,3,1,
03844802,26,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,2,D,,A,,C,3,D,49,D,,A,,A,1,D,52,D,,A,3060,D,1,1,D,1,05,D,1,D,,A,,A,,A,40000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3060.0,D,3060,3060,3060,3060,3060,,A,,,,,,100,40000.0,D,40000,40000,40000,40000,40000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
03844802,25,D,,A,,A,,A,2,D,2,1,D,1,D,7,D,1,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,A,3825,D,1,1,D,2,01,D,2,D,,A,,A,,A,50000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3825.0,D,3825,3825,3825,3825,3825,,A,,,,,,100,50000.0,D,50000,50000,50000,50000,50000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,2,
03844852,62,D,,A,17000,D,,A,2,D,1,1,D,1,D,5,D,2,D,,A,500,D,3,D,40,D,,A,,A,1,D,52,D,,A,6503,D,1,1,D,1,01,D,1,D,200,D,,A,,A,85000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,17000,D,,A,6503.0,D,6503,6503,6503,6503,6503,,A,,,,,,100,85000.0,D,85000,85000,85000,85000,85000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
03844852,63,D,,A,,A,,A,2,D,2,2,D,,A,4,D,,A,,A,,A,3,D,,A,2,D,1,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,1045,D,,A,,A,1,,A,12540,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1045.0,D,1045,1045,1045,1045,1045,100,,A,,,,,,100,,A,,,,,,12540.0,D,12540,12540,12540,12540,12540,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,1,2,1
03844852,37,D,,A,,B,,A,2,D,3,1,D,1,D,7,D,2,D,,A,,C,3,D,60,D,,A,,A,1,D,52,D,,A,5738,D,5,1,D,3,01,D,2,D,,C,,A,,A,75000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,B,,A,5738.0,D,5738,5738,5738,5738,5738,,A,,,,,,100,75000.0,D,75000,75000,75000,75000,75000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,1,
03844872,37,D,,B,,B,,B,2,D,1,1,D,2,D,6,D,,B,,B,,B,3,D,26,D,,A,,A,1,D,52,D,,A,0,D,1,,A,1,13,D,,B,,B,,B,,A,,B,,A,1,0,D,0,D,,A,,A,,A,,B,,B,,A,,A,,A,,A,1,4,D,1,,A,,A,,A,,A,,A,,A,7,D,,A,,B,,B,,B,2251.2,D,2475,1169,2754,646,4212,,A,,,,,,100,29429.0,D,32359,15286,36000,8438,55062,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,1,
